Datetime,Close,High,Low,Open,Volume
2026-05-06 23:00:00+00:00,1.3632800579071045,1.3633999824523926,1.3629000186920166,1.3632899522781372,0
2026-05-06 23:01:00+00:00,1.3632400035858154,1.3633300065994263,1.3629000186920166,1.3632800579071045,0
2026-05-06 23:02:00+00:00,1.3631000518798828,1.3633300065994263,1.3629000186920166,1.3629000186920166,0
2026-05-06 23:03:00+00:00,1.3630000352859497,1.3632999658584595,1.3629000186920166,1.3632299900054932,0
2026-05-06 23:04:00+00:00,1.3632299900054932,1.3632999658584595,1.3629000186920166,1.3631999492645264,0
2026-05-06 23:05:00+00:00,1.3630000352859497,1.3632999658584595,1.3629000186920166,1.3632099628448486,0
2026-05-06 23:06:00+00:00,1.3629000186920166,1.3632999658584595,1.3629000186920166,1.3632500171661377,0
2026-05-06 23:07:00+00:00,1.3632099628448486,1.3632500171661377,1.3629000186920166,1.3632400035858154,0
2026-05-06 23:08:00+00:00,1.3629000186920166,1.3632400035858154,1.3628000020980835,1.3632099628448486,0
2026-05-06 23:09:00+00:00,1.36312997341156,1.3631999492645264,1.3628000020980835,1.3631399869918823,0
2026-05-06 23:10:00+00:00,1.36312997341156,1.3631999492645264,1.3628000020980835,1.3631199598312378,0
2026-05-06 23:11:00+00:00,1.3631500005722046,1.3631999492645264,1.3628000020980835,1.3631099462509155,0
2026-05-06 23:12:00+00:00,1.3631800413131714,1.3632299900054932,1.3628000020980835,1.3628000020980835,0
2026-05-06 23:13:00+00:00,1.363219976425171,1.3632299900054932,1.3628000020980835,1.363219976425171,0
2026-05-06 23:14:00+00:00,1.363219976425171,1.363219976425171,1.3629000186920166,1.3631800413131714,0
2026-05-06 23:15:00+00:00,1.3631999492645264,1.363219976425171,1.3629000186920166,1.3631700277328491,0
2026-05-06 23:16:00+00:00,1.3631700277328491,1.363219976425171,1.3629000186920166,1.3631700277328491,0
2026-05-06 23:17:00+00:00,1.3631700277328491,1.3632299900054932,1.3629000186920166,1.3632099628448486,0
2026-05-06 23:18:00+00:00,1.3632800579071045,1.3633400201797485,1.3629000186920166,1.3631700277328491,0
2026-05-06 23:19:00+00:00,1.3632800579071045,1.3633400201797485,1.3629000186920166,1.3632800579071045,0
2026-05-06 23:20:00+00:00,1.3633400201797485,1.3633999824523926,1.3630000352859497,1.3632700443267822,0
2026-05-06 23:21:00+00:00,1.3633699417114258,1.3634400367736816,1.3630000352859497,1.363360047340393,0
